UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDAR,CLR,ALTID,INBRL,CULLPILE,YRREC
21IN01651,2019837198,Z7198,83,Z7198,19,2,,1,43,59,S1126,00,Z3906,83,0,,,2,GRN,2,,184,176,2,,92,0916,,,,2.0,.,,,15166,1,,0.0,,2021
21IN01652,2019837218,Z7218,83,Z7218,19,2,A,1,97,e4,Z4288,83,Z6053,83,,,,1,,H,,144,174,2,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01653,2019837219,Z7219,83,Z7219,19,2,,1,BL,e2,L0000,70,Z5550,83,0,,,1,,D,,189,209,2,,,,,,,2.0,.,,,,9,,0.0,,2021
21IN01654,2019837251,Z7251,83,Z7251,19,2,,1,07,62,S1499,00,Z4969,83,0,,,3,,D,,198,227,1,,93,1018,,,,2.0,.,,,15736,1,,0.0,,2021
21IN01655,2019837254,Z7254,83,Z7254,19,2,,1,SC,e4,Z0000,83,K5195,64,,,,3,OR,H,,119,138,9,,93,1018,,,,2.0,X Bag,,,15628,5,,0.0,,2021
21IN01656,2019837274,Z7274,83,Z7274,19,2,A,1,CS,e1,K0000,64,Z5219,83,0,,,1,,H,,125,147,2,,,,,,,2.0,.,,,,5,,0.0,,2021
21IN01657,2019837277,Z7277,83,Z7277,19,2,,1,00,e4,Z0000,83,M0128,51,,,,2,,H,,184,188,2,,92,0916,,,,2.0,.,,,15239,5,,0.0,,2021
21IN01658,2019837353,Z7353,83,Z7353,19,2,,1,42,63,S1500,00,Z3951,83,,,,2,,2,,175,174,2,,92,0910,,,,2.0,Ella,,,3175,1,,0.0,,2021
21IN01659,2019837396,Z7396,83,Z7396,19,2,,1,07,69,S1941,00,Z4882,83,0,,,6,,,,0,0,0,,48,0428,,,,2.0,Wnwt missed,,,,1,,0.0,,2021
21IN01660,2019837401,Z7401,83,Z7401,19,2,,1,02,43,T6753,45,Z2874,83,0,,,2,,2,,182,185,2,,92,0910,,,,2.0,Ella,,,3178,1,,0.011,,2021
21IN01661,2019837402,Z7402,83,Z7402,19,2,,1,02,43,T6753,45,Z2874,83,0,,,2,,2,,224,213,2,,92,0916,,,,2.0,.,,,15132,1,,0.011,,2021
21IN01662,2019837425,Z7425,83,Z7425,19,2,,1,07,67,S1937,00,Z5062,83,0,,,2,GRN,2,,157,173,2,,92,0910,,,,2.0,Ella,,,3186,1,,0.0,,2021
21IN01663,2019837430,Z7430,83,Z7430,19,2,A,1,80,20,H9421,05,Z4784,83,,,,3,,H,,175,186,2,,93,1004,,,,2.0,CU,,,15535,5,,0.0,,2021
21IN01664,2019837440,Z7440,83,Z7440,19,2,,1,20,39,Z0000,83,T6723,45,0,,,2,GRN,H,,205,211,2,,92,0916,,,,2.0,.,,,15263,7,,0.0,,2021
21IN01665,2019837448,Z7448,83,Z7448,19,2,,1,02,42,T6582,00,Z2871,83,0,,,2,,2,,188,186,2,,92,0910,,,,2.0,Ella,,,3184,1,,0.0,,2021
21IN01666,2019837454,Z7454,83,Z7454,19,1,,1,CS,e1,K0000,64,Z5269,83,0,,,1,,M,,246,251,0,,,,,,,2.0,Scurs,,,,5,,0.0,,2021
21IN01667,2018007471,Z7471,00,Z7471,18,1,,1,Tx,,,,,,,,,6,,,,0,0,0,,66,0319,,,,3.0,Obstruction,,,,2,MN05085318440,0.0,,2021
21IN01668,2020060720,A0720,06,A0720,20,2,,1,30,28,M0031,51,H9134,05,,,,1,,1,,149,169,1,,,,,,,1.0,.,,,,1,,0.037,,2021
21IN01669,2020060731,A0731,06,A0731,20,2,,1,30,27,H9784,05,H9781,05,0,,,3,,1,,134,145,2,,93,0912,,,,1.0,To MARC,,,3150,1,,0.033,,2021
21IN01670,2020060732,A0732,06,A0732,20,2,,1,30,27,H9784,05,H9781,05,0,,,3,,1,,143,139,2,,93,0912,,,,1.0,To MARC,,,3145,1,,0.033,,2021
21IN01671,2020060733,A0733,06,A0733,20,2,,1,30,26,H9684,05,A0207,06,0,,,1,,1,,145,163,1,,,,,,,1.0,SMBAG,,,,1,,0.031,,2021
21IN01672,2020060737,A0737,06,A0737,20,1,,1,30,27,H9784,05,A0061,06,0,,,1,,Y,,164,195,,,,,,,,1.0,HAIRY,,,,1,,0.041,,2021
21IN01673,2020060739,A0739,06,A0739,20,2,,1,30,27,H9784,05,H9789,05,0,,,3,,2,,136,143,2,,93,0912,,,,1.0,To MARC,,,3142,1,,0.038,,2021
21IN01674,2020060741,A0741,06,A0741,20,2,,1,30,20,A0013,06,H8927,05,0,,,1,,2,,196,188,4,,,,,,,1.0,1ST,,,,1,,0.029,,2021
21IN01675,2020060745,A0745,06,A0745,20,2,,1,30,25,H9421,05,H9393,05,0,,,1,,1,,151,168,2,,,,,,,1.0,.,,,,1,,0.032,,2021
21IN01676,2020060746,A0746,06,A0746,20,2,,1,30,25,H9421,05,H9393,05,0,,,3,,1,,140,131,2,,93,0908,,,,1.0,ImmediateX,,,3104,1,,0.032,,2021
21IN01677,2020060752,A0752,06,A0752,20,1,,1,30,26,H9684,05,H9779,05,,,,3,,Y,,173,199,,,93,0818,,,,1.0,Scurs,,,2960,1,,0.031,,2021
21IN01678,2020060760,A0760,06,A0760,20,1,,1,30,22,A0273,06,H9240,05,0,,,2,,Y,,188,194,,,92,0825,.,,,1.0,Scurs,,,3046,1,,0.03,,2021
21IN01679,2020060761,A0761,06,A0761,20,2,,1,30,25,H9421,05,M0087,51,0,,,1,,1,,132,143,1,,,,,,,1.0,SMBAG,,,,1,,0.03,,2021
21IN01680,2020060766,A0766,06,A0766,20,2,,1,30,21,A0209,06,H9306,05,0,,,1,,1,,164,163,2,,,,,,,1.0,.,,,,1,,0.032,,2021
21IN01681,2020060769,A0769,06,A0769,20,2,,1,30,23,A0714,00,H9692,05,0,,,1,,D,,112,129,1,,,,,,,1.0,HAIRY,,,,1,,0.0,,2021
21IN01682,2020060771,A0771,06,A0771,20,2,,1,30,20,A0013,06,H9900,05,7,,,3,,1,,178,169,2,,93,0912,,,,1.0,To MARC,,,3122,1,,0.032,,2021
21IN01683,2020060772,A0772,06,A0772,20,1,,1,30,20,A0013,06,H9900,05,7,,,3,,Y,,151,179,,,93,0818,,,,1.0,Scurs,,,2952,1,,0.032,,2021
21IN01684,2020060773,A0773,06,A0773,20,1,,1,30,25,H9421,05,A0089,06,0,,,2,,Y,,164,198,,,92,0825,,,,1.0,Scurs,,,3044,1,,0.033,,2021
21IN01685,2020060781,A0781,06,A0781,20,2,,1,30,23,A0714,00,H9754,05,0,,,3,,1,,114,124,12,,93,1004,,,,1.0,X Bag,,,15376,1,,0.0,,2021
21IN01686,2020060782,A0782,06,A0782,20,2,,1,30,23,A0714,00,H9754,05,0,,,6,,,,,,,,07,0327,,,,1.0,.,,,,1,,0.0,,2021
21IN01687,2020060784,A0784,06,A0784,20,2,,1,30,23,A0714,00,H9899,05,7,,,1,,D,,144,174,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01688,2020060786,A0786,06,A0786,20,1,,1,30,22,A0273,06,H9436,05,,,,3,,Y,,166,185,,,93,1210,,,,1.0,.,,,15755,1,,0.033,,2021
21IN01689,2020060791,A0791,06,A0791,20,1,,1,30,28,M0031,51,H8468,05,,,,3,,Y,,173,183,,,93,0818,,,,1.0,.,,,2999,1,,0.032,,2021
21IN01690,2020060792,A0792,06,A0792,20,1,,1,30,28,M0031,51,H8468,05,,,,1,,Y,,183,182,,,,,,,,1.0,Nice,,,,1,,0.032,,2021
21IN01691,2020060799,A0799,06,A0799,20,2,,1,30,25,H9421,05,H9834,05,,,,6,,1,,172,,,,04,0810,,,,1.0,1ST,,,,1,,0.032,,2021
21IN01692,2020060803,A0803,06,A0803,20,1,,1,30,27,H9784,05,H9055,05,0,,,1,,Y,,183,207,,,,,.,,,1.0,RNut~Larger,,,,1,,0.033,,2021
21IN01693,2020060808,A0808,06,A0808,20,2,,1,30,22,A0273,06,A0253,06,0,,,6,,1,,134,,,,04,0819,,,,1.0,SMBAG,,,,1,,0.035,,2021
21IN01694,2020060809,A0809,06,A0809,20,2,,1,30,23,A0714,00,H9833,05,,,,1,,1,,132,154,2,,,,,,,1.0,PINK.EARS,,,,1,,0.0,,2021
21IN01695,2020060810,A0810,06,A0810,20,1,,1,30,23,A0714,00,H9833,05,,,,2,,Y,,188,185,,,92,0825,,,,1.0,Scurs,,,3036,1,,0.0,,2021
21IN01696,2020060812,A0812,06,A0812,20,2,,1,30,20,A0013,06,H8955,05,0,,,1,,1,,132,138,2,,,,.,,,1.0,1ST,,,,1,,0.031,,2021
21IN01697,2020060813,A0813,06,A0813,20,2,,1,30,20,A0013,06,H8955,05,0,,,2,,1,,150,150,3,,92,0916,.,,,1.0,4TH,,,15168,1,,0.031,,2021
21IN01698,2020060816,A0816,06,A0816,20,2,,1,30,26,H9684,05,A0025,06,0,,,1,,1,,138,151,2,,,,,,,1.0,SMBAG,,,,1,,0.031,,2021
21IN01699,2020060818,A0818,06,A0818,20,1,,1,30,21,A0209,06,H8005,05,,,,6,,,,,,,,03,0419,,,,1.0,.,,,,1,,0.036,,2021
21IN01700,2020060819,A0819,06,A0819,20,2,,1,30,20,A0013,06,A0202,06,0,,,1,,2,,182,204,1,,,,,,,1.0,.,,,,1,,0.032,,2021
21IN01701,2020060821,A0821,06,A0821,20,1,,1,30,27,H9784,05,A0287,06,0,,,2,,Y,,198,206,,,92,0825,,,,1.0,Scurs,,,3045,1,,0.044,,2021
21IN01702,2020060825,A0825,06,A0825,20,2,,1,30,23,A0714,00,H9221,05,0,,,3,,1,,143,153,2,,93,0912,,,,1.0,To MARC,,,3128,1,,0.0,,2021
21IN01703,2020060826,A0826,06,A0826,20,1,,1,30,24,A0715,00,H9548,05,0,,,2,,Y,,173,199,,,92,0825,,,,1.0,Scurs,,,3041,1,,0.0,,2021
21IN01704,2020060828,A0828,06,A0828,20,2,,1,30,26,H9684,05,H9482,05,0,,,3,,1,,119,121,12,,93,1018,,,,1.0,X Bag,,,15681,1,,0.034,,2021
21IN01705,2020060829,A0829,06,A0829,20,2,,1,30,26,H9684,05,H9482,05,0,,,1,,D,,111,130,1,,,,,,,1.0,THIN,,,,1,,0.034,,2021
21IN01706,2020060832,A0832,06,A0832,20,2,,1,30,22,A0273,06,M0113,51,0,,,3,,2,,128,145,2,,93,0912,,,,1.0,To MARC,,,3126,1,,0.039,,2021
21IN01707,2020060837,A0837,06,A0837,20,2,,1,30,27,H9784,05,A0199,06,,,,3,,1,,128,142,2,,93,0912,,,,1.0,To MARC,,,3156,1,,0.044,,2021
21IN01708,2020060838,A0838,06,A0838,20,1,,1,30,27,H9784,05,A0199,06,,,,3,,Y,,174,201,,,93,0818,,,,1.0,.,,,3025,1,,0.044,,2021
21IN01709,2020060843,A0843,06,A0843,20,1,,1,30,21,A0209,06,A0023,06,7,,,2,,Y,,180,198,,,92,0825,,,,1.0,.,,,3048,1,,0.031,,2021
21IN01710,2020060844,A0844,06,A0844,20,2,,1,30,20,A0013,06,H9025,05,7,,,1,,1,,158,165,2,,,,,,,1.0,.,,,,1,,0.032,,2021
21IN01711,2020060850,A0850,06,A0850,20,2,,1,30,23,A0714,00,A0221,06,7,,,1,,1,,136,149,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN01712,2020060851,A0851,06,A0851,20,1,,1,30,27,H9784,05,H9229,05,,,,1,,Y,,191,213,,,,,,,,1.0,.,,,,1,,0.033,,2021
21IN01713,2020060853,A0853,06,A0853,20,1,,1,30,27,H9784,05,H9229,05,,,,2,,Y,,185,201,,,92,0825,,,,1.0,.,,,3040,1,,0.033,,2021
21IN01714,2020060857,A0857,06,A0857,20,2,,1,30,27,H9784,05,A0189,06,7,,,1,,1,,144,146,2,,,,,,,1.0,.,,,,1,,0.037,,2021
21IN01715,2020060859,A0859,06,A0859,20,1,,1,30,26,H9684,05,A0203,06,0,,,2,,Y,,156,189,,,92,0825,,,,1.0,Scurs,,,3039,1,,0.031,,2021
21IN01716,2020060860,A0860,06,A0860,20,2,,1,30,26,H9684,05,A0203,06,0,,,1,,D,,119,150,1,,,,,,,1.0,SMBAG,,,,1,,0.031,,2021
21IN01717,2020060861,A0861,06,A0861,20,2,,1,30,20,A0013,06,A0300,06,0,,,1,,1,,150,145,1,,,,,,,1.0,SMBAG,,,,1,,0.03,,2021
21IN01718,2020060866,A0866,06,A0866,20,2,,1,30,21,A0209,06,A0121,06,0,,,1,,1,,149,160,2,,,,,,,1.0,.,,,,1,,0.036,,2021
21IN01719,2020060871,A0871,06,A0871,20,2,,1,30,26,H9684,05,H9194,05,0,,,1,,2,,113,130,2,,,,.,,,1.0,SMBAG,,,,1,,0.029,,2021
21IN01720,2020060885,A0885,06,A0885,20,2,,1,30,27,H9784,05,H9648,05,0,,,3,,2,,156,149,1,,93,1018,,,,1.0,.,,,15663,1,,0.039,,2021
21IN01721,2020060891,A0891,06,A0891,20,2,,1,30,24,A0715,00,A0232,06,0,,,2,,1,,121,131,2,,92,0916,,,,1.0,.,,,15135,1,,0.0,,2021
21IN01722,2020060896,A0896,06,A0896,20,1,,1,30,26,H9684,05,M0098,51,0,,,3,,Y,,152,180,,,93,0818,,,,1.0,PINK,,,2936,1,,0.032,,2021
21IN01723,2020060899,A0899,06,A0899,20,2,,1,30,20,A0013,06,A0192,06,0,,,1,,1,,119,139,2,,,,,,,1.0,.,,,,1,,0.03,,2021
21IN01724,2020060901,A0901,06,A0901,20,1,,1,BL,26,H9684,05,H8958,05,0,,,1,,Y,,141,167,,,,,,,,1.0,.,,,,9,,0.023,,2021
21IN01725,2020060904,A0904,06,A0904,20,2,,1,30,23,A0714,00,A0322,06,0,,,1,,2,,143,144,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01726,2020060905,A0905,06,A0905,20,2,,1,30,22,A0273,06,M0089,51,0,,,1,,H,,107,134,2,,,,,,,1.0,HERNIA,,,,1,,0.037,,2021
21IN01727,2020060907,A0907,06,A0907,20,2,,1,30,21,A0209,06,A0049,06,0,,,1,,1,,122,141,1,,,,,,,1.0,.,,,,1,,0.036,,2021
21IN01728,2020060916,A0916,06,A0916,20,2,,1,30,22,A0273,06,H8602,05,0,,,1,,1,,125,158,2,,,,.,,,1.0,SMBAG,,,,1,,0.029,,2021
21IN01729,2020060918,A0918,06,A0918,20,2,,1,30,27,H9784,05,A0296,06,,,,1,,1,,149,163,1,,,,,,,1.0,.,,,,1,,0.04,,2021
21IN01730,2020060920,A0920,06,A0920,20,2,,1,30,22,A0273,06,H9980,05,,,,2,,1,,134,140,3,,92,0916,,,,1.0,.,,,15144,1,,0.038,,2021
21IN01731,2020060925,A0925,06,A0925,20,2,,1,30,25,H9421,05,A0184,06,0,,,3,,2,,177,173,2,,93,0912,,,,1.0,To MARC,,,3152,1,,0.033,,2021
21IN01732,2020060938,A0938,06,A0938,20,2,,1,30,26,H9684,05,H8036,05,,,,1,,D,,124,153,1,,,,,,,1.0,.,,,,1,,0.031,,2021
21IN01733,2020060942,A0942,06,A0942,20,2,,1,30,21,A0209,06,A0223,06,,,,2,,1,,132,140,2,,92,0916,,,,1.0,SMBAG,,,15130,3,,0.035,,2021
21IN01734,2020060947,A0947,06,A0947,20,1,,1,30,20,A0013,06,A0332,06,,,,1,,Y,,169,211,,,,,,,,1.0,.,,,,1,,0.03,,2021
21IN01735,2020060950,A0950,06,A0950,20,2,,1,30,25,H9421,05,H9807,05,0,,,1,,1,,128,151,2,,,,,,,1.0,.,,,,1,,0.029,,2021
21IN01736,2020060953,A0953,06,A0953,20,2,,1,30,21,A0209,06,A0188,06,7,,,6,,,,,,,,03,0115,,,,1.0,Resp.Problems,,,,1,,0.035,,2021
21IN01737,2020060954,A0954,06,A0954,20,2,,1,30,27,H9784,05,H8248,05,0,,,1,,2,,151,156,2,,,,,,,1.0,.,,,,1,,0.034,,2021
21IN01738,2020060961,A0961,06,A0961,20,2,,1,30,24,A0715,00,H9964,05,0,,,3,,1,,110,133,2,,93,0912,,,,1.0,To MARC,,,3155,1,,0.0,,2021
21IN01739,2020060962,A0962,06,A0962,20,2,,1,30,21,A0209,06,A0193,06,0,,,2,,2,,142,142,2,,92,0916,,,,1.0,SMBAG,,,15161,1,,0.038,,2021
21IN01740,2020060964,A0964,06,A0964,20,2,,1,30,25,H9421,05,H9129,05,0,,,2,,1,,127,141,2,,92,0916,.,,,1.0,.,,,15197,1,,0.032,,2021
21IN01741,2020060967,A0967,06,A0967,20,1,,1,30,24,A0715,00,H9501,05,0,,,3,,Y,,167,184,,,93,0818,,,,1.0,Scurs,,,2946,1,,0.0,,2021
21IN01742,2020060970,A0970,06,A0970,20,2,,1,30,25,H9421,05,M0036,51,,,,1,,2,,134,135,2,,,,,,,1.0,SMBAG,,,,1,,0.032,,2021
21IN01743,2020060974,A0974,06,A0974,20,2,,1,30,22,A0273,06,H9598,05,,,,1,,1,,135,154,1,,,,,,,1.0,.,,,,1,,0.034,,2021
21IN01744,2020060979,A0979,06,A0979,20,2,,1,30,21,A0209,06,H9237,05,0,,,1,,1,,143,151,2,,,,.,,,1.0,.,,,,1,,0.029,,2021
21IN01745,2020060980,A0980,06,A0980,20,1,,1,30,26,H9684,05,H9634,05,0,,,1,,Y,,143,169,,,,,,,,1.0,LooseScurs,,,,1,,0.03,,2021
21IN01746,2020060985,A0985,06,A0985,20,1,,1,30,20,A0013,06,A0110,06,0,,,2,,Y,,179,211,,,92,0825,,,,1.0,2ND.2@ONCE,,,3037,1,,0.032,,2021
21IN01747,2020060989,A0989,06,A0989,20,1,,1,30,25,H9421,05,H9439,05,0,,,2,,Y,,182,196,,,92,0825,,,,1.0,Scurs,,,3038,1,,0.033,,2021
21IN01748,2020060990,A0990,06,A0990,20,1,,1,30,25,H9421,05,H9439,05,0,,,3,,Y,,174,196,,,93,0818,,,,1.0,Scurs,,,3029,1,,0.033,,2021
21IN01749,2020060991,A0991,06,A0991,20,2,,1,30,28,M0031,51,H9989,05,0,,,2,,H,,166,166,2,,92,0916,,,,1.0,SMBAG,,,15177,1,,0.044,,2021
21IN01750,2020060993,A0993,06,A0993,20,1,,1,30,23,A0714,00,H9448,05,0,,,2,,Y,,187,201,,,92,0825,,,,1.0,Scurs,,,3047,1,,0.0,,2021
21IN01751,2020060996,A0996,06,A0996,20,2,,1,30,24,A0715,00,H9715,05,,,,1,,2,,117,134,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN01752,2020060997,A0997,06,A0997,20,2,,1,30,24,A0715,00,H9715,05,,,,1,,1,,124,142,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01753,2020060998,A0998,06,A0998,20,2,,1,30,23,A0714,00,H9544,05,0,,,1,,1,,110,131,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01754,2020060999,A0999,06,A0999,20,2,,1,30,23,A0714,00,H9544,05,0,,,2,,2,,110,125,2,,92,0916,,,,1.0,.,,,15146,1,,0.0,,2021
21IN01755,2020061000,A1000,06,A1000,20,1,,1,30,28,M0031,51,H9653,05,0,,,2,,Y,,158,202,,,92,0825,,,,1.0,.,,,3043,1,,0.042,,2021
21IN01756,2020061001,A1001,06,A1001,20,2,,1,30,28,M0031,51,H9653,05,0,,,6,,,,,,,,66,0104,,,,1.0,Lame R. Hip,,,,1,,0.042,,2021
21IN01757,2020061002,A1002,06,A1002,20,2,,1,30,28,M0031,51,A0240,06,0,,,1,,D,,169,184,1,,,,,,,1.0,.,,,,1,,0.042,,2021
21IN01758,2020061003,A1003,06,A1003,20,1,,1,30,27,H9784,05,H9419,05,7,,,3,,Y,,166,193,,,93,0818,,,,1.0,.,,,2978,1,,0.032,,2021
21IN01759,2020061004,A1004,06,A1004,20,1,,1,30,27,H9784,05,H9419,05,7,,,1,,Y,,182,218,,,,,,,,1.0,Scurs,,,,1,,0.032,,2021
21IN01760,2020061005,A1005,06,A1005,20,2,,1,30,28,M0031,51,A0196,06,0,,,1,,1,,156,173,2,,,,,,,1.0,SMBAG,,,,1,,0.043,,2021
21IN01761,2020061008,A1008,06,A1008,20,2,,1,30,24,A0715,00,H9762,05,7,,,1,,2,,133,147,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01762,2020061010,A1010,06,A1010,20,2,,1,30,26,H9684,05,H8933,05,,,,3,,1,,160,165,1,,93,0912,,,,1.0,To MARC,,,3141,1,,0.027,,2021
21IN01763,2020061011,A1011,06,A1011,20,2,,1,30,21,A0209,06,A0132,06,0,,,2,,D,,149,169,1,,92,0916,,,,1.0,UGLY,,,15192,1,,0.037,,2021
21IN01764,2020061012,A1012,06,A1012,20,2,,1,30,21,A0209,06,A0132,06,0,,,2,,D,,141,162,1,,92,0916,,,,1.0,.,,,15154,1,,0.037,,2021
21IN01765,2020061016,A1016,06,A1016,20,1,,1,30,20,A0013,06,H9612,05,0,,,1,,Y,,173,193,,,,,,,,1.0,.,,,,1,,0.031,,2021
21IN01766,2020061022,A1022,06,A1022,20,2,,1,30,20,A0013,06,H9167,05,7,,,1,,1,,150,146,2,,,,,,,1.0,BLOODY.RS,,,,1,,0.027,,2021
21IN01767,2020061023,A1023,06,A1023,20,2,,1,30,20,A0013,06,H9167,05,7,,,6,,,,,,,,01,0212,,,,1.0,Found dead,,,,1,,0.027,,2021
21IN01768,2020061024,A1024,06,A1024,20,1,,1,30,27,H9784,05,H9230,05,,,,2,,Y,,202,218,,,92,0825,,,,1.0,Scurs,,,3042,1,,0.033,,2021
21IN01769,2020061025,A1025,06,A1025,20,1,,1,30,27,H9784,05,H9230,05,,,,1,,Y,,174,206,,,,,,,,1.0,PINK,,,,1,,0.033,,2021
21IN01770,2020061026,A1026,06,A1026,20,1,,1,30,25,H9421,05,A0164,06,,,,1,,Y,,190,223,,,,,,,,1.0,.,,,,1,,0.034,,2021
21IN01771,2020061027,A1027,06,A1027,20,2,,1,30,25,H9421,05,A0164,06,,,,1,,D,,121,120,1,,,,,,,1.0,HAIRY,,,,1,,0.034,,2021
21IN01772,2020061029,A1029,06,A1029,20,1,,1,30,23,A0714,00,H9232,05,0,,,2,,Y,,157,194,,,92,0825,,,,1.0,.,,,3049,1,,0.0,,2021
21IN01773,2020061039,A1039,06,A1039,20,1,,1,30,23,A0714,00,H9549,05,0,,,3,,Y,,160,179,,,93,0818,,,,1.0,Scurs,,,2950,1,,0.0,,2021
21IN01774,2020061042,A1042,06,A1042,20,2,,1,30,21,A0209,06,H8931,05,7,,,3,,1,,149,146,2,,93,0912,,,,1.0,To MARC,,,3130,1,,0.034,,2021
21IN01775,2020061043,A1043,06,A1043,20,2,,1,30,25,H9421,05,H8760,05,0,,,1,,2,,154,168,1,,,,.,,,1.0,SMBAG,,,,1,,0.03,,2021
21IN01776,2020061044,A1044,06,A1044,20,2,,1,30,25,H9421,05,H8760,05,0,,,1,,D,,157,178,1,,,,.,,,1.0,.,,,,1,,0.03,,2021
21IN01777,2020061046,A1046,06,A1046,20,1,,1,30,24,A0715,00,A0106,06,0,,,1,,Y,,191,205,,,,,,,,1.0,Scurs,,,,1,,0.0,,2021
21IN01778,2020061050,A1050,06,A1050,20,2,,1,30,26,H9684,05,H8939,05,,,,1,,2,,109,123,2,,,,,,,1.0,SMBAG,Ltek,,,2,,0.03,,2021
21IN01779,2020645334,K5334,64,K5334,20,1,,1,06,19,K5242,00,K5230,64,,,,3,,Y,,187,200,,,93,0818,,,,1.0,Scurs,,,3024,1,,0.0,,2021
21IN01780,2020645336,K5336,64,K5336,20,1,,1,06,19,K5242,00,K5194,64,,,,1,,Y,,189,215,,,,,,,,1.0,1ST,,,,1,,0.0,,2021
21IN01781,2020645339,K5339,64,K5339,20,1,,1,06,19,K5242,00,K5209,64,,,,3,,Y,,161,182,,,93,0818,,,,1.0,HeavyScurs,,,2940,1,,0.0,,2021
21IN01782,2020645341,K5341,64,K5341,20,1,,1,06,19,K5242,00,K5235,64,,,,3,,Y,,173,199,,,93,0818,,,,1.0,Scurs,,,3034,1,,0.0,,2021
21IN01783,2020645343,K5343,64,K5343,20,2,,1,06,18,K5155,64,K5261,00,,,,1,OR,1,,146,136,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
21IN01784,2020645346,K5346,64,K5346,20,2,,1,06,19,K5242,00,K5203,64,,,,1,,D,,140,164,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01785,2020645348,K5348,64,K5348,20,2,,1,06,18,K5155,64,K5253,00,,,,1,OR,D,,154,173,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01786,2020645350,K5350,64,K5350,20,1,,1,06,19,K5242,00,K5211,64,,,,3,,Y,,189,213,,,93,0818,,,,1.0,Scurs,,,3011,1,,0.0,,2021
21IN01787,2020645354,K5354,64,K5354,20,2,,1,06,19,K5242,00,K5132,64,,,,1,,2,,174,177,2,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01788,2020645356,K5356,64,K5356,20,1,,1,06,18,K5155,64,K5263,00,,,,1,OR,Y,,205,210,,,,,,,,1.0,Nice,,,,1,,0.0,,2021
21IN01789,2020645357,K5357,64,K5357,20,2,,1,06,18,K5155,64,K5263,00,,,,1,OR,2,,183,167,2,,,,,,,1.0,2ND.BACKWARDS,,,,1,,0.0,,2021
21IN01790,2020645358,K5358,64,K5358,20,2,,1,06,18,K5155,64,K5250,00,,,,3,OR,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2839,1,,0.0,,2021
21IN01791,2020645360,K5360,64,K5360,20,1,,1,06,18,K5155,64,K5249,00,,,,3,OR,Y,,194,216,,,93,0818,,,,1.0,Scurs,,,2951,1,,0.0,,2021
21IN01792,2020645362,K5362,64,K5362,20,2,,1,06,18,K5155,64,K5248,00,,,,1,OR,D,,163,173,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01793,2020645363,K5363,64,K5363,20,1,,1,06,19,K5242,00,K5150,64,,,,3,,Y,,182,206,,,93,0818,,,,1.0,Scurs,,,2942,1,,0.0,,2021
21IN01794,2020645364,K5364,64,K5364,20,1,,1,06,19,K5242,00,K5150,64,,,,3,,Y,,178,194,,,93,0818,,,,1.0,Scurs,,,2994,1,,0.0,,2021
21IN01795,2020645365,K5365,64,K5365,20,1,,1,06,19,K5242,00,K5236,64,,,,3,,Y,,193,193,,,93,0818,,,,1.0,Scurs,,,2922,1,,0.0,,2021
21IN01796,2020645367,K5367,64,K5367,20,2,,1,06,18,K5155,64,K5267,00,,,,3,OR,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2802,1,,0.0,,2021
21IN01797,2020645369,K5369,64,K5369,20,2,,1,06,18,K5155,64,K5260,00,,,,1,OR,D,,158,183,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01798,2020645370,K5370,64,K5370,20,2,,1,06,18,K5155,64,K5251,00,,,,1,OR,2,,158,,,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01799,2020645373,K5373,64,K5373,20,2,,1,06,19,K5242,00,K5137,64,,,,7,,,,,,,,97,0105,,,,1.0,.,,,,1,,0.0,,2021
21IN01800,2020645374,K5374,64,K5374,20,2,,1,06,19,K5242,00,K5137,64,,,,3,,,,,,,,93,0203,,,,1.0,Open Ewe Lamb,,,2850,1,,0.0,,2021
21IN01801,2020645377,K5377,64,K5377,20,2,,1,06,18,K5155,64,K5255,00,,,,1,OR,D,,152,169,1,,,,,,,1.0,.,,,,1,,0.0,,2021
21IN01802,2020645382,K5382,64,K5382,20,2,,1,06,18,K5155,64,K5262,00,,,,1,OR,2,,150,134,2,,,,,,,1.0,SMBAG,,,,1,,0.0,,2021
